road	N1
km	93.6
type	RCC Girder Bridge
lrpName	LRP094a
name	Mostapur Bridge
length	27.35
condition	C
structureNr	120400
est cost	0.65
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	93.6
width	9.2
constructionYear	1990
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.41311111111111
lon	91.1846388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120400&vRoadID=1&vSurveyYear=2013&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120400&vRoadID=1&vSurveyYear=2013&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120400&vRoadID=1&vSurveyYear=2013&vSubdivID=543
