road	Z8810
km	32.08
type	RCC Girder Bridge
lrpName	LRP031d
name	Charkhali bridge
length	15.1
condition	B
structureNr	119220
est cost	1.207
roadName	Bakerganj-Padrishibpur-Kathaltali-Subidkhali-Barguna Road
chainage	32.08
width	
constructionYear	
spans	
zone	Barisal
circle	Patuakhali
division	Barguna
sub-division	Barguna
lat	22.33054376333333
lon	90.19123761666667
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119220&vRoadID=767&vSurveyYear=2013&vSubdivID=578
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119220&vRoadID=767&vSurveyYear=2013&vSubdivID=578
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119220&vRoadID=767&vSurveyYear=2013&vSubdivID=578
