road	R771
km	29.263
type	Slab Culvert
lrpName	LRP029d
name	.
length	3.8
condition	C
structureNr	103695
est cost	0.33
roadName	Rupsha-Fakirhat-Bagerhat Road
chainage	29.263
width	4.5
constructionYear	1982
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.675833333333333
lon	89.76527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103695&vRoadID=160&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103695&vRoadID=160&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103695&vRoadID=160&vSurveyYear=2004&vSubdivID=319
