road	Z1423
km	2.9
type	Slab Culvert
lrpName	LRP002f
name	.
length	2.6
condition	B
structureNr	118508
est cost	0.5
roadName	Pepulia-Lulbaria-Ratanpur-(Chandimura)-Magbari Road
chainage	2.9
width	6.12
constructionYear	1992
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.365083333333335
lon	91.17588888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118508&vRoadID=474&vSurveyYear=2006&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118508&vRoadID=474&vSurveyYear=2006&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118508&vRoadID=474&vSurveyYear=2006&vSubdivID=543
