road	Z3030
km	0.115
type	Truss with Steel Deck
lrpName	LRPSa
name	Bhaluka bridge
length	31.2
condition	C
structureNr	118897
est cost	0.421
roadName	Bhaluka-Shakhipur Road
chainage	0.115
width	
constructionYear	
spans	
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.399333 
lon	90.3832216 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118897&vRoadID=240&vSurveyYear=2013&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118897&vRoadID=240&vSurveyYear=2013&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118897&vRoadID=240&vSurveyYear=2013&vSubdivID=529
