road	Z1019
km	6.197
type	RCC Girder Bridge
lrpName	LRP005e
name	bangla culvert modarsha
length	8.2
condition	D
structureNr	114279
est cost	27
roadName	Keranirhat-Gunaigari Road
chainage	6.197
width	3.8
constructionYear	1967
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.076055555555556
lon	92.03536111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114279&vRoadID=317&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114279&vRoadID=317&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114279&vRoadID=317&vSurveyYear=2004&vSubdivID=280
