road	Z5614
km	1.59
type	RCC Girder Bridge
lrpName	LRP001a
name	
length	42.05
condition	A
structureNr	119387
est cost	0
roadName	Kurigram-Rajarhat Road
chainage	1.59
width	
constructionYear	
spans	
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.8088611 
lon	89.5995274 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119387&vRoadID=621&vSurveyYear=2013&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119387&vRoadID=621&vSurveyYear=2013&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119387&vRoadID=621&vSurveyYear=2013&vSubdivID=289
