road	R212
km	15.608
type	PC Girder Bridge
lrpName	LRP015d
name	Arial Kha Bridge
length	260.82
condition	A
structureNr	119935
est cost	0
roadName	Akdaria (C&B Bazar)-Shekher Bazar-Puradia-Agarpur Road
chainage	15.608
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.1602222 
lon	90.8133333 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119935&vRoadID=95&vSurveyYear=2013&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119935&vRoadID=95&vSurveyYear=2013&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119935&vRoadID=95&vSurveyYear=2013&vSubdivID=523
