road	R212
km	4.546
type	Slab Culvert
lrpName	LRP004d
name	BAROGONDIA SLAB CULVERT
length	1.7
condition	A
structureNr	104149
est cost	0
roadName	Akdaria (C&B Bazar)-Shekher Bazar-Puradia-Agarpur Road
chainage	4.546
width	6.3
constructionYear	1982
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.120944444444444
lon	90.73602777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104149&vRoadID=95&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104149&vRoadID=95&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104149&vRoadID=95&vSurveyYear=2004&vSubdivID=523
