road	Z1430
km	0.38
type	Slab Culvert
lrpName	LRPSa
name	HALIMA SLAB CULVERT
length	3
condition	A
structureNr	103132
est cost	0
roadName	Chatkhil-Chitoshi-Shaharasti (Kalibari) Road
chainage	0.38
width	4.5
constructionYear	1980
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.06238888888889
lon	90.98669444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103132&vRoadID=492&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103132&vRoadID=492&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103132&vRoadID=492&vSurveyYear=2004&vSubdivID=549
