road	N110
km	5.828
type	Box Culvert
lrpName	LRP005d
name	KALATOLI
length	2.5
condition	A
structureNr	105046
est cost	0
roadName	Link Road(at N1)-Cox`s Bazar (Laboni More) Road
chainage	5.828
width	10
constructionYear	1993
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.42638888888889
lon	91.97830555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105046&vRoadID=10&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105046&vRoadID=10&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105046&vRoadID=10&vSurveyYear=2004&vSubdivID=282
