road	Z1420
km	0.27
type	RCC Girder Bridge
lrpName	LRPSa
name	CHOUMONAMI RCC GIDER BRIDGE
length	13.5
condition	A
structureNr	113777
est cost	0
roadName	Choumohoni-Chhaterpaya Road
chainage	0.27
width	4.6
constructionYear	1975
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.948083333333333
lon	91.12336111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113777&vRoadID=506&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113777&vRoadID=506&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113777&vRoadID=506&vSurveyYear=2004&vSubdivID=549
