road	Z1420
km	0.402
type	Slab Culvert
lrpName	LRPSb
name	CHOUMO NAMIC SLAB CULVERT
length	2.45
condition	A
structureNr	113776
est cost	0
roadName	Choumohoni-Chhaterpaya Road
chainage	0.402
width	4.6
constructionYear	1980
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.949416666666668
lon	91.12336111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113776&vRoadID=506&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113776&vRoadID=506&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113776&vRoadID=506&vSurveyYear=2004&vSubdivID=549
