road	N509
km	12.132
type	Box Culvert
lrpName	LRP012b
name	.
length	3.6
condition	A
structureNr	109501
est cost	0
roadName	Barabari-Lalmonirhat-Burimary Road
chainage	12.132
width	9.8
constructionYear	1985
spans	1
zone	Rangpur
circle	Rangpur
division	Lalmonirhat
sub-division	Lalmonirhat
lat	25.911944444444444
lon	89.43277777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109501&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109501&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109501&vRoadID=37&vSurveyYear=2004&vSubdivID=290
