road	N509
km	91.502
type	Box Culvert
lrpName	LRP091e
name	.
length	2
condition	A
structureNr	109629
est cost	0
roadName	Barabari-Lalmonirhat-Burimary Road
chainage	91.502
width	7.35
constructionYear	1995
spans	1
zone	Rangpur
circle	Rangpur
division	Lalmonirhat
sub-division	Lalmonirhat
lat	26.344444444444445
lon	89.02194444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109629&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109629&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109629&vRoadID=37&vSurveyYear=2004&vSubdivID=290
