road	N509
km	17.462
type	Slab Culvert
lrpName	LRP017a
name	.
length	3.7
condition	B
structureNr	109514
est cost	0.01
roadName	Barabari-Lalmonirhat-Burimary Road
chainage	17.462
width	7.23
constructionYear	1980
spans	1
zone	Rangpur
circle	Rangpur
division	Lalmonirhat
sub-division	Lalmonirhat
lat	25.90222222222222
lon	89.385
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109514&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109514&vRoadID=37&vSurveyYear=2004&vSubdivID=290
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109514&vRoadID=37&vSurveyYear=2004&vSubdivID=290
