road	N1
km	434.37
type	RCC Girder Bridge
lrpName	LRP430d
name	NOYA PARA (1) BRIDGE
length	6.1
condition	C
structureNr	100868
est cost	0.4
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	434.37
width	7.3
constructionYear	1968
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.066916666666668
lon	92.22466666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100868&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100868&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100868&vRoadID=1&vSurveyYear=2004&vSubdivID=863
