road	N1
km	404.487
type	Steel Beam & RCC Slab
lrpName	LRP401a
name	HIZOLIA BRIDGE
length	50.6
condition	C
structureNr	101073
est cost	0.63
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	404.487
width	6.2
constructionYear	1953
spans	3
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.2645
lon	92.11430555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101073&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101073&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101073&vRoadID=1&vSurveyYear=2004&vSubdivID=863
