road	N1
km	388.328
type	Steel Beam & RCC Slab
lrpName	LRP384b
name	PANCHORA STEEL BEAM AND RCC SLAB
length	22
condition	C
structureNr	101030
est cost	1.76
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	388.328
width	4.1
constructionYear	1954
spans	3
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.389
lon	92.06869444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101030&vRoadID=1&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101030&vRoadID=1&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101030&vRoadID=1&vSurveyYear=2004&vSubdivID=282
