road	N1
km	273.008
type	Steel Beam & RCC Slab
lrpName	LRP269a
name	KHANCHANAGAR BADAMTOLA
length	12.6
condition	B
structureNr	100678
est cost	0.46
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	273.008
width	6.8
constructionYear	1956
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.231694444444443
lon	92.02502777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100678&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100678&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100678&vRoadID=1&vSurveyYear=2004&vSubdivID=281
