road	N1
km	443.564
type	Slab Culvert
lrpName	LRP439c
name	RONGI HALI BOX CULVERT
length	2.8
condition	B
structureNr	100937
est cost	0.545
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	443.564
width	9.6
constructionYear	1967
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	20.994333333333334
lon	92.25461111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100937&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100937&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100937&vRoadID=1&vSurveyYear=2004&vSubdivID=863
