road	N1
km	452.561
type	RCC Girder Bridge
lrpName	LRP448c
name	DOMDO MIA BRIDGE
length	13.5
condition	B
structureNr	100888
est cost	0.25
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	452.561
width	7.4
constructionYear	1973
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	20.919666666666668
lon	92.26844444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100888&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100888&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100888&vRoadID=1&vSurveyYear=2004&vSubdivID=863
