road	N1
km	458.213
type	RCC Girder Bridge
lrpName	LRP454b
name	NAITOM PARA RCC GIDER BRIDGE
length	9
condition	B
structureNr	100896
est cost	0.25
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	458.213
width	7.3
constructionYear	1973
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	20.881777777777778
lon	92.29761111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100896&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100896&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100896&vRoadID=1&vSurveyYear=2004&vSubdivID=863
