road	N1
km	141.531
type	Box Culvert
lrpName	LRP142a
name	FATAPUR BOX CULVERT
length	10.8
condition	A
structureNr	101226
est cost	0
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	141.531
width	15.9
constructionYear	1999
spans	2
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-1
lat	23.042333333333335
lon	91.36544444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101226&vRoadID=1&vSurveyYear=2004&vSubdivID=545
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101226&vRoadID=1&vSurveyYear=2004&vSubdivID=545
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101226&vRoadID=1&vSurveyYear=2004&vSubdivID=545
