road	N1
km	266.424
type	Box Culvert
lrpName	LRP262a
name	KOMOLMUNSHE HAT BOX CULVERT
length	14
condition	B
structureNr	100651
est cost	0.25
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	266.424
width	8.6
constructionYear	1978
spans	3
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.282083333333333
lon	91.99872222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100651&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100651&vRoadID=1&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100651&vRoadID=1&vSurveyYear=2004&vSubdivID=281
