road	N1
km	242.898
type	RCC Girder Bridge
lrpName	LRP238a
name	Bakulia Bridge
length	15.8
condition	A
structureNr	121356
est cost	0
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	242.898
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.35226747147541
lon	91.85262204983607
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121356&vRoadID=1&vSurveyYear=2013&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121356&vRoadID=1&vSurveyYear=2013&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121356&vRoadID=1&vSurveyYear=2013&vSubdivID=269
