road	N1
km	438.506
type	RCC Girder Bridge
lrpName	LRP434b
name	MOULIVI BAZAR FISHARI BRIDGE
length	31.7
condition	C
structureNr	100866
est cost	2.98
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	438.506
width	7.3
constructionYear	1965
spans	3
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.03588888888889
lon	92.23980555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100866&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100866&vRoadID=1&vSurveyYear=2004&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100866&vRoadID=1&vSurveyYear=2004&vSubdivID=863
