road	N1
km	17.134
type	RCC Girder Bridge
lrpName	LRP017b
name	Langalbandh Bridge.
length	159.52
condition	C
structureNr	119909
est cost	1.497
roadName	Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road
chainage	17.134
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.6559167 
lon	90.5745271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119909&vRoadID=1&vSurveyYear=2013&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119909&vRoadID=1&vSurveyYear=2013&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119909&vRoadID=1&vSurveyYear=2013&vSubdivID=521
