road	R506
km	33.566
type	Truss with Steel Deck
lrpName	LRP034d
name	Khorshed Market Bridge
length	70.7
condition	B
structureNr	121845
est cost	0.576
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	33.566
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.093025592676057
lon	89.88537251
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121845&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121845&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121845&vRoadID=1364&vSurveyYear=2013&vSubdivID=537
