road	R506
km	0.02
type	Truss with Steel Deck
lrpName	LRPSa
name	Borongail Bridge
length	36.8
condition	A
structureNr	120161
est cost	0
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	0.02
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.8518056 
lon	89.8720271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120161&vRoadID=123&vSurveyYear=2013&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120161&vRoadID=123&vSurveyYear=2013&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120161&vRoadID=123&vSurveyYear=2013&vSubdivID=515
