road	R506
km	19.152
type	Box Culvert
lrpName	LRP019d
name	CHARAVADRA CULVERT
length	9.85
condition	C
structureNr	102276
est cost	1.05
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	19.152
width	7.9
constructionYear	1994
spans	2
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.98616666666667
lon	89.84427777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102276&vRoadID=123&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102276&vRoadID=123&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102276&vRoadID=123&vSurveyYear=2004&vSubdivID=515
