road	R506
km	32.392
type	Box Culvert
lrpName	LRP031b
name	NONDOPARA CULVERT
length	10.23
condition	A
structureNr	102386
est cost	0
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	32.392
width	7.8
constructionYear	1992
spans	2
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.08775
lon	89.885
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102386&vRoadID=123&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102386&vRoadID=123&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102386&vRoadID=123&vSurveyYear=2004&vSubdivID=537
