road	R506
km	18.362
type	Steel Beam & RCC Slab
lrpName	LRP018b
name	CHARAVADRA BRIDGE
length	9.6
condition	C
structureNr	102273
est cost	1.4
roadName	Aricha (Barangail)-Ghior-Daulatpur-Tangail Road
chainage	18.362
width	6.7
constructionYear	1994
spans	1
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.979499999999998
lon	89.84347222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102273&vRoadID=123&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102273&vRoadID=123&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102273&vRoadID=123&vSurveyYear=2004&vSubdivID=515
