road	Z1039
km	5.691
type	RCC Girder Bridge
lrpName	LRP005e
name	KANTA HAZARI BARI
length	4.5
condition	A
structureNr	106346
est cost	0
roadName	Patiya - Chandanaish (Baltali) Road
chainage	5.691
width	3.45
constructionYear	1978
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.242694444444446
lon	92.00227777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106346&vRoadID=322&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106346&vRoadID=322&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106346&vRoadID=322&vSurveyYear=2004&vSubdivID=281
