road	Z8602
km	0.387
type	Box Culvert
lrpName	LRPSa
name	.
length	4.8
condition	C
structureNr	112289
est cost	16
roadName	Shariatpur-Naria Road
chainage	0.387
width	6
constructionYear	1978
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.23627777777778
lon	90.35766666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112289&vRoadID=400&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112289&vRoadID=400&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112289&vRoadID=400&vSurveyYear=2004&vSubdivID=580
