road	Z8713
km	3.889
type	Steel Beam & RCC Slab
lrpName	LRP003f
name	.
length	15
condition	C
structureNr	110700
est cost	0.24
roadName	Kawkhali-Chirapara-Bhitabaria-Bhandaria Road
chainage	3.889
width	3.3
constructionYear	1981
spans	3
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.59583333333333
lon	90.05805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110700&vRoadID=384&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110700&vRoadID=384&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110700&vRoadID=384&vSurveyYear=2004&vSubdivID=339
