road	Z8713
km	3.889
type	Steel Beam & RCC Slab
lrpName	LRP003f
name	Shamsu member bari bridge
length	15
condition	C
structureNr	120889
est cost	150
roadName	Kawkhali-Chirapara-Bhitabaria-Bhandaria Road
chainage	3.889
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.5956941 
lon	90.0579722 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120889&vRoadID=384&vSurveyYear=2013&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120889&vRoadID=384&vSurveyYear=2013&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120889&vRoadID=384&vSurveyYear=2013&vSubdivID=339
