road	R211
km	19.402
type	Box Culvert
lrpName	LRP019c
name	MONOHORDI BOX CULVERT
length	9.4
condition	A
structureNr	101807
est cost	0
roadName	Itakhola-Motkhola-Kotiadi Road
chainage	19.402
width	9.7
constructionYear	1986
spans	2
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.138916666666667
lon	90.703
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101807&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101807&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101807&vRoadID=94&vSurveyYear=2004&vSubdivID=523
