road	Z5064
km	5.864
type	Box Culvert
lrpName	LRP006c
name	Zia Nobagram
length	10.5
condition	D
structureNr	107576
est cost	33
roadName	Baniajuri-Zitka-Harirampur Road
chainage	5.864
width	3.85
constructionYear	1968
spans	2
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.825944444444445
lon	89.94558333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107576&vRoadID=200&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107576&vRoadID=200&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107576&vRoadID=200&vSurveyYear=2004&vSubdivID=515
