road	N104
km	44.84
type	Box Culvert
lrpName	LRP044d
name	BOXSI MAZIR BOX CULVERT
length	6.4
condition	A
structureNr	101865
est cost	0
roadName	Feni-Noakhali Road
chainage	44.84
width	16
constructionYear	1965
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.863388888888892
lon	91.09680555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101865&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101865&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101865&vRoadID=4&vSurveyYear=2004&vSubdivID=550
