road	N104
km	36.7
type	Box Culvert
lrpName	LRP036b
name	CONTRACTOR MOSJIDE BOX CULNERT
length	6.5
condition	A
structureNr	101856
est cost	0
roadName	Feni-Noakhali Road
chainage	36.7
width	7.2
constructionYear	1960
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.936027777777777
lon	91.10416666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101856&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101856&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101856&vRoadID=4&vSurveyYear=2004&vSubdivID=550
