road	N104
km	31.358
type	RCC Bridge
lrpName	LRP031a
name	PASHIMSIB PUR
length	6
condition	C
structureNr	101825
est cost	0.46
roadName	Feni-Noakhali Road
chainage	31.358
width	7.4
constructionYear	1973
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.947777777777777
lon	91.14711111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101825&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101825&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101825&vRoadID=4&vSurveyYear=2004&vSubdivID=550
