road	Z1026
km	3.84
type	Box Culvert
lrpName	LRP003f
name	AMTOLI
length	7.3
condition	A
structureNr	104206
est cost	0
roadName	Khanahat-Dopchhari-Bandarban (Dulupar) Road
chainage	3.84
width	7.3
constructionYear	1997
spans	2
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.224361111111108
lon	92.06269444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104206&vRoadID=325&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104206&vRoadID=325&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104206&vRoadID=325&vSurveyYear=2004&vSubdivID=280
