road	Z8713
km	9.742
type	Steel Beam & RCC Slab
lrpName	LRP009d
name	Hawlader Hat Bridge.
length	33.45
condition	C
structureNr	121084
est cost	0.265
roadName	Kawkhali-Chirapara-Bhitabaria-Bhandaria Road
chainage	9.742
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.5486108 
lon	90.0591667 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121084&vRoadID=384&vSurveyYear=2013&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121084&vRoadID=384&vSurveyYear=2013&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121084&vRoadID=384&vSurveyYear=2013&vSubdivID=339
