road	Z7604
km	4.568
type	Box Culvert
lrpName	LRP004b
name	.
length	1.9
condition	A
structureNr	112595
est cost	0
roadName	Betgram-Tala-Paikgachha-Koyra Road
chainage	4.568
width	7.6
constructionYear	2001
spans	1
zone	Khulna
circle	Khulna
division	Khulna
sub-division	Khulna-1
lat	22.78927777777778
lon	89.25047222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112595&vRoadID=696&vSurveyYear=2004&vSubdivID=317
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112595&vRoadID=696&vSurveyYear=2004&vSubdivID=317
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112595&vRoadID=696&vSurveyYear=2004&vSubdivID=317
