road	Z1619
km	8.876
type	RCC Girder Bridge
lrpName	LRP008g
name	Dharmapur Bridge
length	7.1
condition	D
structureNr	121301
est cost	80
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	8.876
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.5936108 
lon	91.8623611 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121301&vRoadID=305&vSurveyYear=2013&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121301&vRoadID=305&vSurveyYear=2013&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121301&vRoadID=305&vSurveyYear=2013&vSubdivID=270
