road	Z1619
km	19.893
type	RCC Girder Bridge
lrpName	LRP019e
name	LALANG BRIDGE
length	8.8
condition	D
structureNr	102950
est cost	30.8
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	19.893
width	3.45
constructionYear	1968
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.673472222222223
lon	91.823
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102950&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102950&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102950&vRoadID=305&vSurveyYear=2004&vSubdivID=270
