road	Z1619
km	7.993
type	Slab Culvert
lrpName	LRP007e
name	JAHAN PUR CULVE
length	1
condition	A
structureNr	102958
est cost	0
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	7.993
width	3.4
constructionYear	1994
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.58572222222222
lon	91.86222222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102958&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102958&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102958&vRoadID=305&vSurveyYear=2004&vSubdivID=270
