road	Z1619
km	5.737
type	Truss with Steel Deck
lrpName	LRP005f
name	Hatir pool
length	15.25
condition	D
structureNr	121297
est cost	2.552
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	5.737
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.5692493 
lon	91.8615278 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121297&vRoadID=305&vSurveyYear=2013&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121297&vRoadID=305&vSurveyYear=2013&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121297&vRoadID=305&vSurveyYear=2013&vSubdivID=270
