road	Z1619
km	9.849
type	RCC Girder Bridge
lrpName	LRP009b
name	BUKTAPUR RCC GIDER BRIDGE
length	15.7
condition	C
structureNr	102972
est cost	2.5
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	9.849
width	3.6
constructionYear	1965
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.601555555555557
lon	91.86088888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102972&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102972&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102972&vRoadID=305&vSurveyYear=2004&vSubdivID=270
