road	R881
km	35.311
type	Box Culvert
lrpName	LRP034a
name	.
length	14.58
condition	A
structureNr	105637
est cost	0
roadName	Amtali-Khepupara-Kuakata Road
chainage	35.311
width	9.75
constructionYear	2004
spans	3
zone	Barisal
circle	Patuakhali
division	Patuakhali
sub-division	Patuakhali
lat	21.860277777777778
lon	90.12555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105637&vRoadID=175&vSurveyYear=2004&vSubdivID=862
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105637&vRoadID=175&vSurveyYear=2004&vSubdivID=862
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105637&vRoadID=175&vSurveyYear=2004&vSubdivID=862
