road	Z1603
km	0.75
type	Box Culvert
lrpName	LRPSb
name	.
length	5.1
condition	A
structureNr	117943
est cost	0
roadName	Khagrachhari-Dighinala-Bagaihat-Sajek Road
chainage	0.75
width	9.6
constructionYear	1989
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Chandraghona
lat	23.12988888888889
lon	91.99763888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117943&vRoadID=365&vSurveyYear=2006&vSubdivID=568
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117943&vRoadID=365&vSurveyYear=2006&vSubdivID=568
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117943&vRoadID=365&vSurveyYear=2006&vSubdivID=568
