road	Z2031
km	13.686
type	Slab Culvert
lrpName	LRP013g
name	.
length	2.65
condition	A
structureNr	116997
est cost	0
roadName	Nabinagar-Ashuganj Road
chainage	13.686
width	7.1
constructionYear	2001
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	24.01002777777778
lon	91.00261111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116997&vRoadID=452&vSurveyYear=2006&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116997&vRoadID=452&vSurveyYear=2006&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116997&vRoadID=452&vSurveyYear=2006&vSubdivID=539
