road	R141
km	37.413
type	Box Culvert
lrpName	LRP037b
name	SOVAINAI BOX CULVDERT
length	6
condition	A
structureNr	104344
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	37.413
width	9.75
constructionYear	1998
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.036722222222224
lon	91.10138888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104344&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104344&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104344&vRoadID=74&vSurveyYear=2004&vSubdivID=549
