road	R141
km	37.851
type	Box Culvert
lrpName	LRP037c
name	Sonaimori
length	3.5
condition	A
structureNr	104347
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	37.851
width	9.75
constructionYear	1996
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.035694444444445
lon	91.09752777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104347&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104347&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104347&vRoadID=74&vSurveyYear=2004&vSubdivID=549
