road	R141
km	35.504
type	Box Culvert
lrpName	LRP035a
name	DUSIMPARA BOX CULVERT
length	9.5
condition	B
structureNr	104339
est cost	0.03
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	35.504
width	7.9
constructionYear	1987
spans	2
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.050611111111113
lon	91.1095
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104339&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104339&vRoadID=74&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104339&vRoadID=74&vSurveyYear=2004&vSubdivID=549
