road	R141
km	18.643
type	Box Culvert
lrpName	LRP018a
name	CHANDONA BAZAR BOX CULVERT
length	4.6
condition	A
structureNr	104377
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	18.643
width	9.7
constructionYear	1986
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.197388888888888
lon	91.13375
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104377&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104377&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104377&vRoadID=74&vSurveyYear=2004&vSubdivID=543
