road	R141
km	12.898
type	Box Culvert
lrpName	LRP012c
name	NASHADPUR BOX CULVERT
length	5
condition	A
structureNr	104321
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	12.898
width	9.8
constructionYear	1983
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.245583333333336
lon	91.12086111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104321&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104321&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104321&vRoadID=74&vSurveyYear=2004&vSubdivID=543
