road	R141
km	1.99
type	PC Girder Bridge
lrpName	LRP001d
name	Bagmara Bridge.
length	31
condition	A
structureNr	120429
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	1.99
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.3389163 
lon	91.1464441 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120429&vRoadID=74&vSurveyYear=2013&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120429&vRoadID=74&vSurveyYear=2013&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120429&vRoadID=74&vSurveyYear=2013&vSubdivID=543
