road	Z8708
km	14.941
type	Box Culvert
lrpName	LRP014f
name	.
length	6.8
condition	A
structureNr	112424
est cost	0
roadName	Rajapur-Kathalia-Amua-Bamna-Patharghata Road
chainage	14.941
width	7.3
constructionYear	1996
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.45888888888889
lon	90.15027777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112424&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112424&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112424&vRoadID=776&vSurveyYear=2004&vSubdivID=584
