road	Z8708
km	9.542
type	Steel Beam & RCC Slab
lrpName	LRP009b
name	.
length	15.85
condition	B
structureNr	112408
est cost	0.005
roadName	Rajapur-Kathalia-Amua-Bamna-Patharghata Road
chainage	9.542
width	5.02
constructionYear	1985
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.500833333333333
lon	90.15222222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112408&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112408&vRoadID=776&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112408&vRoadID=776&vSurveyYear=2004&vSubdivID=584
