road	R110
km	2.624
type	Slab Culvert
lrpName	LRP002b
name	cauncil
length	2.85
condition	C
structureNr	104919
est cost	0.45
roadName	Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
chainage	2.624
width	9.3
constructionYear	1968
spans	1
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 2
lat	23.71527777777778
lon	90.45908333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104919&vRoadID=67&vSurveyYear=2004&vSubdivID=512
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104919&vRoadID=67&vSurveyYear=2004&vSubdivID=512
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104919&vRoadID=67&vSurveyYear=2004&vSubdivID=512
