road	R203
km	35.522
type	RCC Girder Bridge
lrpName	LRP036b
name	Sonarampur Bridge
length	13.5
condition	D
structureNr	119859
est cost	150
roadName	Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road
chainage	35.522
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.8086944 
lon	90.8444163 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119859&vRoadID=92&vSurveyYear=2013&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119859&vRoadID=92&vSurveyYear=2013&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119859&vRoadID=92&vSurveyYear=2013&vSubdivID=539
