road	R180
km	3.641
type	Slab Culvert
lrpName	LRP003d
name	Main Road Bazar
length	1.5
condition	A
structureNr	114352
est cost	0
roadName	Laharpur-Jhinukmarket-Laboni More Road
chainage	3.641
width	12.9
constructionYear	1981
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.44322222222222
lon	91.97730555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114352&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114352&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114352&vRoadID=89&vSurveyYear=2004&vSubdivID=282
